No.,Review_Text,Sentiment_Label,review_length,tokens,Cleaned_review
380001,sequel mrs mike born calgaryalberta canada original book mrs mike basically started would recommend reading book first order understand search joyful mrs mike altimate altime favorite book pleasent surprise didnt even know printed another book enjoy books,1,37,"['sequel', 'mr', 'mike', 'born', 'calgaryalberta', 'canada', 'original', 'book', 'mr', 'mike', 'basically', 'started', 'would', 'recommend', 'reading', 'book', 'first', 'order', 'understand', 'search', 'joyful', 'mr', 'mike', 'altimate', 'altime', 'favorite', 'book', 'pleasent', 'surprise', 'didnt', 'even', 'know', 'printed', 'another', 'book', 'enjoy', 'book']",sequel mr mike born calgaryalberta canada original book mr mike basically started would recommend reading book first order understand search joyful mr mike altimate altime favorite book pleasent surprise didnt even know printed another book enjoy book
390001,love love product great shine even nail polish color dries pretty quick dont waste time,1,15,"['love', 'love', 'product', 'great', 'shine', 'even', 'nail', 'polish', 'color', 'dry', 'pretty', 'quick', 'dont', 'waste', 'time']",love love product great shine even nail polish color dry pretty quick dont waste time
400001,best soundtrack ever anything im reading lot reviews saying best game soundtrack figured id write review disagree bit opinino yasunori mitsudas ultimate masterpiece music timeless im listening years beauty simply refuses fadethe price tag pretty staggering must say going buy cd much money one feel would worth every penny,1,49,"['best', 'soundtrack', 'ever', 'anything', 'im', 'reading', 'lot', 'review', 'saying', 'best', 'game', 'soundtrack', 'figured', 'id', 'write', 'review', 'disagree', 'bit', 'opinino', 'yasunori', 'mitsudas', 'ultimate', 'masterpiece', 'music', 'timeless', 'im', 'listening', 'year', 'beauty', 'simply', 'refuse', 'fadethe', 'price', 'tag', 'pretty', 'staggering', 'must', 'say', 'going', 'buy', 'cd', 'much', 'money', 'one', 'feel', 'would', 'worth', 'every', 'penny']",best soundtrack ever anything im reading lot review saying best game soundtrack figured id write review disagree bit opinino yasunori mitsudas ultimate masterpiece music timeless im listening year beauty simply refuse fadethe price tag pretty staggering must say going buy cd much money one feel would worth every penny
410001,good used printer year working fine never got paper jam working fine windows xp vista however margin notperfect exact every time print document margin always littel different printed page times every margin paper different annoying memy toner last week got printer brother hln network monochrome laser printer black think better oneit five dollars cheaper hpand spec higer hpbrother hln vs hpprint speed ppm vs ppm asizei used printer brother faster hpsheetinput capacity sheet vs sheetmemory mb vs mbstandard interfaces hispeed usb ieee parallel baset ethernet vs hispeed usb porthp little quite brother big deal meor compare printersbut case worst thing imprecise margin,0,102,"['good', 'used', 'printer', 'year', 'working', 'fine', 'never', 'got', 'paper', 'jam', 'working', 'fine', 'window', 'xp', 'vista', 'however', 'margin', 'notperfect', 'exact', 'every', 'time', 'print', 'document', 'margin', 'always', 'littel', 'different', 'printed', 'page', 'time', 'every', 'margin', 'paper', 'different', 'annoying', 'memy', 'toner', 'last', 'week', 'got', 'printer', 'brother', 'hln', 'network', 'monochrome', 'laser', 'printer', 'black', 'think', 'better', 'oneit', 'five', 'dollar', 'cheaper', 'hpand', 'spec', 'higer', 'hpbrother', 'hln', 'v', 'hpprint', 'speed', 'ppm', 'v', 'ppm', 'asizei', 'used', 'printer', 'brother', 'faster', 'hpsheetinput', 'capacity', 'sheet', 'v', 'sheetmemory', 'mb', 'v', 'mbstandard', 'interface', 'hispeed', 'usb', 'ieee', 'parallel', 'baset', 'ethernet', 'v', 'hispeed', 'usb', 'porthp', 'little', 'quite', 'brother', 'big', 'deal', 'meor', 'compare', 'printersbut', 'case', 'worst', 'thing', 'imprecise', 'margin']",good used printer year working fine never got paper jam working fine window xp vista however margin notperfect exact every time print document margin always littel different printed page time every margin paper different annoying memy toner last week got printer brother hln network monochrome laser printer black think better oneit five dollar cheaper hpand spec higer hpbrother hln v hpprint speed ppm v ppm asizei used printer brother faster hpsheetinput capacity sheet v sheetmemory mb v mbstandard interface hispeed usb ieee parallel baset ethernet v hispeed usb porthp little quite brother big deal meor compare printersbut case worst thing imprecise margin
420001,slow confusing best recommendation book often reread read first time example copies robert heinleins books early tom clancy novels almost worn note book gets low marks unlike books series slow confusing fans series probably read book contain information important books series characters stories soon forget,0,45,"['slow', 'confusing', 'best', 'recommendation', 'book', 'often', 'reread', 'read', 'first', 'time', 'example', 'copy', 'robert', 'heinlein', 'book', 'early', 'tom', 'clancy', 'novel', 'almost', 'worn', 'note', 'book', 'get', 'low', 'mark', 'unlike', 'book', 'series', 'slow', 'confusing', 'fan', 'series', 'probably', 'read', 'book', 'contain', 'information', 'important', 'book', 'series', 'character', 'story', 'soon', 'forget']",slow confusing best recommendation book often reread read first time example copy robert heinlein book early tom clancy novel almost worn note book get low mark unlike book series slow confusing fan series probably read book contain information important book series character story soon forget
430001,tatu rocks music world really doubts album would another popboring album never get tired hearing singles instant things said awesome vocal recording gonna get us cool beat rythym youre tired avril christina want hear real music buy album,1,39,"['tatu', 'rock', 'music', 'world', 'really', 'doubt', 'album', 'would', 'another', 'popboring', 'album', 'never', 'get', 'tired', 'hearing', 'single', 'instant', 'thing', 'said', 'awesome', 'vocal', 'recording', 'gon', 'na', 'get', 'u', 'cool', 'beat', 'rythym', 'youre', 'tired', 'avril', 'christina', 'want', 'hear', 'real', 'music', 'buy', 'album']",tatu rock music world really doubt album would another popboring album never get tired hearing single instant thing said awesome vocal recording gon na get u cool beat rythym youre tired avril christina want hear real music buy album
440001,truly inspirational book one finest books ive read killer angels book think comes close believe book better sam damon puts duty country ahead everything required reading schools citizens country know war possible horrible remedy preparation vigilance apalling military cannot even enlist required number men needs keep strength apalling country lacks missle defense system protect shores thank ultimate courtenay massengalewilliam jefferson clinton ignorant social welfare planners ilk need duty citizens force politicians right,1,71,"['truly', 'inspirational', 'book', 'one', 'finest', 'book', 'ive', 'read', 'killer', 'angel', 'book', 'think', 'come', 'close', 'believe', 'book', 'better', 'sam', 'damon', 'put', 'duty', 'country', 'ahead', 'everything', 'required', 'reading', 'school', 'citizen', 'country', 'know', 'war', 'possible', 'horrible', 'remedy', 'preparation', 'vigilance', 'apalling', 'military', 'even', 'enlist', 'required', 'number', 'men', 'need', 'keep', 'strength', 'apalling', 'country', 'lack', 'missle', 'defense', 'system', 'protect', 'shore', 'thank', 'ultimate', 'courtenay', 'massengalewilliam', 'jefferson', 'clinton', 'ignorant', 'social', 'welfare', 'planner', 'ilk', 'need', 'duty', 'citizen', 'force', 'politician', 'right']",truly inspirational book one finest book ive read killer angel book think come close believe book better sam damon put duty country ahead everything required reading school citizen country know war possible horrible remedy preparation vigilance apalling military even enlist required number men need keep strength apalling country lack missle defense system protect shore thank ultimate courtenay massengalewilliam jefferson clinton ignorant social welfare planner ilk need duty citizen force politician right
450001,garbage accurate constantly resets randomly grinds moving part bent buy product,0,11,"['garbage', 'accurate', 'constantly', 'reset', 'randomly', 'grind', 'moving', 'part', 'bent', 'buy', 'product']",garbage accurate constantly reset randomly grind moving part bent buy product
460001,helpful book quite heap information tips packing luggage right way id recommend people always travel like,1,16,"['helpful', 'book', 'quite', 'heap', 'information', 'tip', 'packing', 'luggage', 'right', 'way', 'id', 'recommend', 'people', 'always', 'travel', 'like']",helpful book quite heap information tip packing luggage right way id recommend people always travel like
470001,disappointed happens artists get ambitious ohh man im gonna miss old nelly,0,13,"['disappointed', 'happens', 'artist', 'get', 'ambitious', 'ohh', 'man', 'im', 'gon', 'na', 'miss', 'old', 'nelly']",disappointed happens artist get ambitious ohh man im gon na miss old nelly
480001,titanc movie dealing love story betewen lady drawing ships titanic flow ocean,1,12,"['titanc', 'movie', 'dealing', 'love', 'story', 'betewen', 'lady', 'drawing', 'ship', 'titanic', 'flow', 'ocean']",titanc movie dealing love story betewen lady drawing ship titanic flow ocean
490001,little overated yes bad hell sure really hyped success still great album favs title track within without litswd im sixtyfour bad thing cd open immature people like mtv supporter saying videos get played mtv first dont think made videos second even mtv wouldnt play mtv idea good music isi know didnt much say cd cant say much hasnt already saidout,0,60,"['little', 'overated', 'yes', 'bad', 'hell', 'sure', 'really', 'hyped', 'success', 'still', 'great', 'album', 'favs', 'title', 'track', 'within', 'without', 'litswd', 'im', 'sixtyfour', 'bad', 'thing', 'cd', 'open', 'immature', 'people', 'like', 'mtv', 'supporter', 'saying', 'video', 'get', 'played', 'mtv', 'first', 'dont', 'think', 'made', 'video', 'second', 'even', 'mtv', 'wouldnt', 'play', 'mtv', 'idea', 'good', 'music', 'isi', 'know', 'didnt', 'much', 'say', 'cd', 'cant', 'say', 'much', 'hasnt', 'already', 'saidout']",little overated yes bad hell sure really hyped success still great album favs title track within without litswd im sixtyfour bad thing cd open immature people like mtv supporter saying video get played mtv first dont think made video second even mtv wouldnt play mtv idea good music isi know didnt much say cd cant say much hasnt already saidout
